DOI,ACCENUMB,ORIGCTY,DECLATITUDE,DECLONGITUDE,Pred_Resistencia,Probabilidad_Resistencia
10.18730/JT8XH,G18082,BOL,-15.69,-68.75,0,0.00029114902
10.18730/JRXJU,G12734,BOL,-18.13,-63.94,0,0.00010463444
10.18730/JZ4M5,G108,BOL,-17.4,-66.15,0,8.911984e-05
10.18730/K4KHF,G51971,BOL,-21.42,-64.27,0,0.00044504678
10.18730/K4SX$,G52216,BOL,-16.84,-67.21,0,0.0011175382
10.18730/K4SV*,G52214,BOL,-16.18,-67.73,0,0.002089313
10.18730/PH58T,G51967,BOL,-21.53,-64.75,0,0.00010034933
10.18730/K4KB9,G51964,BOL,-19.38,-64.45,0,0.00015775695
10.18730/K4KDB,G51966,BOL,-21.5,-64.15,0,0.0014458919
10.18730/K4KCA,G51965,BOL,-19.53,-64.45,0,0.00013394686
10.18730/PQ253,G973,PAK,34.02,71.55,0,7.858606e-05
10.18730/S5F51,G18857A,PAK,34.09,73.5,0,0.0038446267
10.18730/PPZ9P,G1462,PAK,35.93,74.34,0,7.3366624e-05
10.18730/PQ05D,G1390,PAK,33.6,73.07,0,0.000822339
10.18730/JZZ1U,G1048,PAK,36.29,72.52,0,5.1907005e-05
10.18730/PQ1NR,G1046,PAK,33.37,70.55,0,9.9013654e-05
10.18730/PQ1PS,G1045,PAK,33.53,71.07,0,0.00017141571
10.18730/JZWN$,G964,KEN,-1.28,36.82,0,0.0014431807
10.18730/S398N,G19252B,KEN,-1.32,36.8,0,0.00057116325
10.18730/JHFM7,G9623,COD,-2.92,27.93,1,0.60172963
10.18730/JXT9K,G50338,COD,-1.46,28.89,1,0.99938285
10.18730/JXHDZ,G50339,COD,-0.05,29.4,1,0.66881627
10.18730/JX9YE,G50308,COD,0.43,29.38,1,0.948049
10.18730/JXABV,G50307,COD,-0.22,29.15,1,0.9505417
10.18730/JH14R,G4843,COD,0.79,24.4,1,0.99611133
10.18730/JXAAT,G24266,COD,-0.55,29.15,0,0.1372142
10.18730/JW8AB,G22650,COD,0.37,29.3,1,0.9715669
10.18730/JW89A,G22649,COD,-0.12,29.38,1,0.56874526
10.18730/JW867,G22645,COD,-0.13,29.27,1,0.95405906
10.18730/JW856,G22644,COD,-0.1,29.27,1,0.9120728
10.18730/JW7X=,G22634,COD,-0.4,29.1,1,0.9139885
10.18730/JW7W$,G22633,COD,-0.74,29.09,0,0.13357668
10.18730/JW7SZ,G22630,COD,-0.67,29.16,1,0.8324156
10.18730/JW7KS,G22624,COD,-1.25,29.5,0,0.4794956
10.18730/JW7FN,G22620,COD,-1.05,28.99,1,0.7656908
10.18730/JW7BH,G22616,COD,-1.4,29.27,1,0.9843583
10.18730/JW7AG,G22615,COD,-1.41,29.02,1,0.9960282
10.18730/JW7EM,G22611,COD,-1.37,28.95,1,0.9952152
10.18730/S227Y,G22608A,COD,-1.48,28.91,1,0.99910766
10.18730/JW739,G22605,COD,-1.41,28.87,1,0.99946743
10.18730/JW717,G22602,COD,-1.43,28.9,1,0.99927837
10.18730/JW706,G22601,COD,-1.53,28.93,1,0.99714905
10.18730/JW6V1,G22595,COD,-0.02,29.4,1,0.9573987
10.18730/JW6X3,G22597,COD,0.33,29.74,1,0.84865797
10.18730/PF3T4,G22592,COD,-0.42,29.09,1,0.95693827
10.18730/JW6MZ,G22587,COD,-0.68,29.09,1,0.8881449
10.18730/JW6ES,G22580,COD,-1.19,29.44,0,0.00034963287
10.18730/JW6JX,G22578,COD,-1.23,29.43,0,0.0027875446
10.18730/JW6BP,G22577,COD,-1.47,28.87,1,0.9989943
10.18730/JW68K,G22574,COD,-1.54,29.27,1,0.99665266
10.18730/JZYPS,G1026,COD,-1.47,29.24,1,0.9967739
10.18730/JHK04,G9609,GTM,14.29,-90.31,0,0.0077542863
10.18730/K32TA,G9462,GTM,14.8,-90.19,0,5.2415864e-05
10.18730/JZT4V,G854,GTM,15.31,-91.45,0,0.00028313653
10.18730/JZSF6,G833,GTM,14.64,-91.53,1,0.9994116
10.18730/JZSE5,G832,GTM,14.62,-89.99,0,0.0004604696
10.18730/JZSC3,G830,GTM,14.28,-89.89,0,0.00017361811
10.18730/K2HZT,G8249,GTM,15.05,-91.03,0,0.07296103
10.18730/JZQJK,G770,GTM,15.66,-91.7,1,0.9991228
10.18730/K3G1T,G750,GTM,15.66,-91.47,0,0.022938866
10.18730/JZPW$,G740,GTM,14.86,-90.02,0,6.0631166e-05
10.18730/JZPPW,G739,GTM,14.57,-90.75,0,9.870152e-05
10.18730/JZPNV,G738,GTM,14.77,-91.0,0,0.021421472
10.18730/JZPGP,G733,GTM,15.08,-90.47,1,0.9982323
10.18730/JZNP~,G698,GTM,15.5,-90.26,1,0.9993229
10.18730/JGC5K,G5908,GTM,15.61,-89.81,1,0.9992489
10.18730/JGG4=,G5711,GTM,14.67,-90.83,0,0.0009277588
10.18730/JGQPJ,G5218,GTM,14.91,-91.37,0,0.00037846612
10.18730/S61N1,G50721C,GTM,15.03,-89.9,1,0.9978243
10.18730/S2CMY,G50720B,GTM,15.0,-90.23,0,0.010899433
10.18730/JYT20,G50718,GTM,14.83,-90.62,0,0.0015894573
10.18730/PG8FY,G50719,GTM,15.1,-90.43,1,0.9925074
10.18730/JYT75,G50715,GTM,14.57,-89.37,0,0.00016014249
10.18730/JYT0=,G50716,GTM,14.76,-90.62,0,0.00043937523
10.18730/JYQN$,G50506,GTM,14.6,-91.12,1,0.97351664
10.18730/PG8EX,G50507,GTM,14.78,-91.48,0,0.0030585218
10.18730/PG8DW,G50505,GTM,14.72,-90.78,0,0.0004090493
10.18730/JYQ8N,G50503,GTM,14.62,-90.57,0,0.00017953328
10.18730/JYQFW,G50504,GTM,14.7,-90.78,0,0.00084076636
10.18730/JVZY2,G50438,GTM,15.09,-91.82,0,0.0033084406
10.18730/S6QS6,G50388B,GTM,14.75,-91.52,1,0.9523503
10.18730/JYQM~,G50384,GTM,15.67,-91.72,1,0.9980696
10.18730/JW176,G50008,GTM,15.47,-91.49,0,0.007867579
10.18730/JW21*,G50011,GTM,14.45,-90.82,0,0.017993243
10.18730/JW132,G50007,GTM,15.22,-91.69,0,0.0019824537
10.18730/K3QQD,G4300,GTM,15.68,-88.57,1,0.99893826
10.18730/JF6N3,G4066,GTM,15.32,-91.63,0,0.0021589377
10.18730/JV05N,G3955,GTM,14.94,-91.12,1,0.87257063
10.18730/K1SAE,G3252,GTM,15.19,-89.29,1,0.9093729
10.18730/K1RGS,G3245,GTM,15.14,-89.37,0,0.004523525
10.18730/K1RHT,G3246,GTM,14.99,-89.36,0,0.00464477
10.18730/K1RKW,G3248,GTM,14.97,-89.53,0,5.7406316e-05
10.18730/K1RDP,G3242,GTM,15.4,-89.05,1,0.99847335
10.18730/K3QNB,G3237,GTM,15.56,-88.63,1,0.99794227
10.18730/K1R9J,G3233,GTM,15.26,-89.09,1,0.99767774
10.18730/K3QJ8,G3234,GTM,15.46,-88.95,1,0.9992022
10.18730/K1R7G,G3231,GTM,14.62,-89.63,0,3.6329777e-05
10.18730/K3GD1,G3227,GTM,15.42,-90.31,1,0.9994456
10.18730/K1R5E,G3228,GTM,15.06,-90.2,1,0.9318309
10.18730/K1QX6,G3220,GTM,15.57,-89.98,1,0.9992488
10.18730/K1QK~,G3210,GTM,15.37,-90.49,1,0.9994518
10.18730/K1QN=,G3212,GTM,15.49,-90.34,1,0.99933064
10.18730/K1QJ*,G3207,GTM,15.31,-89.89,1,0.9957729
10.18730/K1QBS,G3201,GTM,14.66,-89.85,0,7.770991e-05
10.18730/K1QDV,G3203,GTM,14.25,-90.29,0,0.0008999299
10.18730/K1QEW,G3204,GTM,15.34,-90.17,1,0.99944633
10.18730/K1QFX,G3205,GTM,15.32,-89.98,1,0.99908686
10.18730/K1QGY,G3197,GTM,14.82,-89.56,0,6.6454915e-05
10.18730/K1QW5,G3198,GTM,14.51,-89.65,0,5.6600773e-05
10.18730/K1Q9Q,G3199,GTM,14.67,-89.67,0,5.1253595e-05
10.18730/K1Q7N,G3196,GTM,14.61,-89.57,0,7.987079e-05
10.18730/K1Q1F,G3191,GTM,14.64,-89.45,0,5.20574e-05
10.18730/K1Q4J,G3194,GTM,14.55,-89.67,0,5.1045754e-05
10.18730/K1Q5K,G3186,GTM,14.18,-89.79,0,0.00027492843
10.18730/K1PD*,G3172,GTM,14.14,-90.02,0,0.00021697703
10.18730/K1PCZ,G3171,GTM,14.14,-89.99,0,0.00024318532
10.18730/K1P9W,G3168,GTM,14.08,-90.1,0,0.000365116
10.18730/K3PPH,G3166,GTM,13.97,-89.98,0,0.00032350278
10.18730/K1NZJ,G3158,GTM,14.4,-90.31,0,0.00054716395
10.18730/K1PK1,G3156,GTM,14.42,-90.24,0,0.0009245864
10.18730/K1NCU,G3138,GTM,14.79,-90.21,0,4.9523936e-05
10.18730/K3QG6,G3128,GTM,15.46,-88.83,1,0.99878794
10.18730/K1N6Y,G3131,GTM,14.91,-90.0,0,5.0282204e-05
10.18730/K1N7Z,G3111,GTM,14.93,-89.89,0,5.5028053e-05
10.18730/K1N8*,G3112,GTM,14.98,-89.72,0,5.2017353e-05
10.18730/K1MTJ,G3113,GTM,15.24,-89.24,1,0.985802
10.18730/K1MPE,G3107,GTM,15.11,-90.27,1,0.9983365
10.18730/K1MG8,G3098,GTM,14.69,-90.52,0,0.0009188767
10.18730/K1ME6,G3096,GTM,14.19,-89.74,0,5.890623e-05
10.18730/K1M5$,G3082,GTM,15.03,-91.12,0,0.055198565
10.18730/K1M4~,G3080,GTM,14.97,-91.77,0,0.0105537595
10.18730/K1KXT,G3072,GTM,15.37,-91.45,0,0.00029931884
10.18730/K1KNJ,G3061,GTM,15.58,-91.9,0,0.0032927226
10.18730/K1KMH,G3060,GTM,15.63,-91.99,0,0.0012953706
10.18730/K1KRN,G3057,GTM,15.47,-90.32,1,0.9992505
10.18730/K1M2Z,G3058,GTM,14.74,-90.99,0,0.019315388
10.18730/K1KC9,G3050,GTM,15.39,-90.4,1,0.99945694
10.18730/K1KVR,G3049,GTM,15.34,-90.31,1,0.9993006
10.18730/K1KJF,G3038,GTM,14.94,-90.15,0,0.00019992882
10.18730/K1JTW,G3030,GTM,14.72,-89.59,0,4.068375e-05
10.18730/K3GBU,G3016,GTM,14.83,-89.39,0,6.650449e-05
10.18730/K1K2U,G3017,GTM,14.52,-89.45,0,5.3128606e-05
10.18730/K1J9B,G3012,GTM,14.82,-89.37,0,7.2622315e-05
10.18730/K1JBD,G3005,GTM,14.35,-89.84,0,8.880909e-05
10.18730/K1JEG,G2995,GTM,14.34,-89.72,0,3.683324e-05
10.18730/K1HRZ,G2993,GTM,14.19,-89.68,0,8.440659e-05
10.18730/K1J35,G2985,GTM,14.2,-90.1,0,0.0004275715
10.18730/K1HDM,G2982,GTM,14.05,-89.95,0,0.00032276066
10.18730/K1HBJ,G2980,GTM,14.17,-90.05,0,0.0003212901
10.18730/K1H4B,G2971,GTM,14.06,-90.04,0,0.0035089313
10.18730/K1H07,G2968,GTM,14.03,-90.08,0,0.011120104
10.18730/K1H6D,G2951,GTM,14.24,-90.49,0,0.013618869
10.18730/JXJT2,G23593,GTM,14.65,-89.95,0,0.0011475185
10.18730/JX4Z3,G23440,GTM,14.42,-90.58,0,0.0007025479
10.18730/JX515,G23441,GTM,14.43,-90.52,0,0.00050687045
10.18730/PGC2$,G23439,GTM,14.44,-90.13,0,0.0026446246
10.18730/JX4FR,G23438,GTM,14.68,-89.8,0,0.0022362883
10.18730/S4BF6,G23436A,GTM,14.67,-89.78,0,0.0005880859
10.18730/PGC0*,G23435,GTM,14.55,-89.63,0,0.0006339384
10.18730/S25AJ,G23434C,GTM,15.07,-89.93,1,0.9693899
10.18730/K0WYZ,G2237,GTM,14.51,-91.72,0,0.059428968
10.18730/K0WEF,G2221,GTM,15.35,-90.86,1,0.9983103
10.18730/K0WDE,G2220,GTM,15.37,-90.63,1,0.99898726
10.18730/K0W34,G2209,GTM,15.37,-90.42,1,0.99939334
10.18730/K0T7J,G2157,GTM,14.64,-90.71,0,0.00054663536
10.18730/K0P1*,G2010,GTM,14.62,-90.81,0,0.0007023538
10.18730/K0NNM,G2006,GTM,15.35,-90.79,1,0.99931586
10.18730/K0NJH,G1994,GTM,15.42,-90.41,1,0.9994822
10.18730/JVYX6,G19908,GTM,14.53,-90.83,0,0.001453734
10.18730/JVZ3C,G19909,GTM,14.55,-90.83,0,0.0065902583
10.18730/S221R,G19906A,GTM,14.45,-90.7,0,0.00064001954
10.18730/K0MDH,G1971,GTM,14.51,-89.86,0,5.5100678e-05
10.18730/K0M37,G1944,GTM,14.74,-91.25,0,0.16495639
10.18730/JMEHA,G18994,GTM,14.65,-90.77,0,0.00031001645
10.18730/JTHT6,G18240,GTM,14.89,-90.22,0,0.00024670942
10.18730/JTHKU,G18223,GTM,14.64,-90.94,0,0.011958433
10.18730/JTAV5,G17651,GTM,14.65,-91.0,0,0.019709071
10.18730/JHJJV,G16865,GTM,15.31,-90.23,1,0.9993799
10.18730/JS7SY,G13935,GTM,15.22,-91.52,0,0.0008930149
10.18730/JS7NT,G13931,GTM,14.84,-91.55,0,0.00016775173
10.18730/JS7RX,G13934,GTM,15.31,-91.25,0,0.12677678
10.18730/JS7QW,G13933,GTM,15.32,-91.27,0,0.4575976
10.18730/JS7PV,G13932,GTM,14.9,-91.52,0,0.0012478466
10.18730/S1TAU,G12855A,GTM,14.27,-90.04,0,0.00023939797
10.18730/JZ4Q8,G128,GTM,14.69,-90.65,0,0.0013842619
10.18730/K024R,G1200,GTM,14.54,-91.7,1,0.798576
10.18730/JQ2ZB,G11616,GTM,15.33,-91.07,1,0.9361954
10.18730/JQ36J,G11613,GTM,14.93,-91.44,0,0.0001440317
10.18730/JQ37K,G11614,GTM,15.41,-90.77,1,0.99943835
10.18730/JQ2KU,G11593,GTM,14.5,-89.89,0,6.827888e-05
10.18730/JQ2N1,G11595,GTM,14.3,-90.35,0,0.07468174
10.18730/K5230,G52475,GTM,14.57,-91.65,1,0.9922909
10.18730/K51Z~,G52467,GTM,14.42,-90.69,0,0.00022712303
10.18730/K51SV,G52583,GTM,15.1,-90.3,1,0.9959558
10.18730/K54E1,G52580,GTM,14.64,-90.68,0,0.00036325832
10.18730/K54TD,G52595,GTM,14.96,-91.21,0,0.05514526
10.18730/K55E~,G52622,GTM,14.74,-90.17,0,0.0001454595
10.18730/K559W,G52616,GTM,14.6,-89.45,0,7.522762e-05
10.18730/K55D*,G52621,GTM,15.12,-89.36,0,0.0030993698
10.18730/K55Q5,G52632,GTM,16.63,-89.58,1,0.9983846
10.18730/K55M2,G52629,GTM,16.8,-89.82,1,0.987715
10.18730/K55XB,G52640,GTM,14.78,-90.78,0,0.00029580478
10.18730/K55P4,G52631,GTM,16.68,-89.72,1,0.99806136
10.18730/K35EM,G9603,BRA,-18.55,-46.52,0,0.0017846589
10.18730/JP0TW,G9602,BRA,-21.27,-45.0,0,0.0036709758
10.18730/K2ER$,G7958,BRA,-8.07,-35.01,0,0.072015636
10.18730/PNHS9,G7957,BRA,-9.6,-35.7,1,0.93387896
10.18730/JFPM~,G6976,BRA,-21.17,-43.01,0,0.00545451
10.18730/JFPHY,G6971,BRA,-11.8,-37.94,1,0.7443871
10.18730/PP04R,G6941,BRA,-21.54,-42.64,0,0.007545427
10.18730/JFPW4,G6943,BRA,-21.61,-46.88,0,0.0048667477
10.18730/PP02P,G6944,BRA,-21.11,-42.94,0,0.0068931035
10.18730/JFQQZ,G6901,BRA,-22.88,-47.1,0,0.015107447
10.18730/K3BW4,G6534,BRA,-4.31,-38.92,1,0.882263
10.18730/JFXJ~,G6509,BRA,-8.75,-38.94,0,8.913727e-05
10.18730/JFY2C,G6484,BRA,-8.85,-36.51,0,0.00017797052
10.18730/K3C19,G6475,BRA,-7.85,-35.75,0,0.00040558173
10.18730/JFY7H,G6469,BRA,-9.17,-36.52,0,0.015702087
10.18730/JGNFN,G5319,BRA,-19.88,-44.43,0,0.004372571
10.18730/JGPWX,G5253,BRA,-22.93,-43.22,0,0.021428015
10.18730/JGRXM,G5177,BRA,-19.93,-40.59,0,0.20145842
10.18730/JGRE5,G5179,BRA,-21.67,-45.25,0,0.005704206
10.18730/JGS3T,G5164,BRA,-20.75,-41.53,0,0.0013531658
10.18730/JGS2S,G5162,BRA,-11.29,-41.86,0,6.0984305e-05
10.18730/JH5RR,G5160,BRA,-19.75,-47.93,0,0.003540459
10.18730/PPGCT,G5066,BRA,-19.8,-42.13,0,0.0035085727
10.18730/PPGS2,G5045,BRA,-25.42,-49.38,1,0.99537694
10.18730/JGVHY,G5036,BRA,-21.0,-42.71,0,0.003422907
10.18730/JGVEV,G5031,BRA,-20.83,-42.66,0,0.0027171413
10.18730/JSBJ3,G50270,BRA,-25.93,-52.18,1,0.99837613
10.18730/JSBF0,G50267,BRA,-25.85,-52.54,1,0.99799806
10.18730/JSB6W,G50264,BRA,-25.82,-53.75,1,0.9932681
10.18730/JSBEU,G50263,BRA,-25.7,-52.91,1,0.9986119
10.18730/JGVV3,G5025,BRA,-20.75,-42.86,0,0.0019233632
10.18730/JGVR0,G5022,BRA,-18.74,-44.45,0,0.0027414516
10.18730/JGVP=,G5020,BRA,-20.47,-41.41,0,0.0029743228
10.18730/JGVN$,G5019,BRA,-15.26,-40.25,0,0.0006833047
10.18730/JP163,G4823,BRA,-23.3,-51.1,1,0.9292799
10.18730/JVNWD,G21999,BRA,-8.52,-36.43,0,0.00023480896
10.18730/JVNVC,G21998,BRA,-12.68,-39.11,0,0.0140086375
10.18730/JVNC$,G21992,BRA,-9.36,-37.24,0,0.00023644221
10.18730/JVNR9,G21991,BRA,-12.16,-39.73,0,0.0002348309
10.18730/JVN7X,G21981,BRA,-10.96,-38.78,0,9.34289e-05
10.18730/JVNH2,G21977,BRA,-10.83,-38.56,0,0.0008855323
10.18730/JVN8Y,G21973,BRA,-10.64,-38.35,0,0.0008264183
10.18730/JVN9Z,G21966,BRA,-26.36,-50.34,1,0.99394095
10.18730/JVN4T,G21949,BRA,-26.76,-51.01,1,0.99248534
10.18730/JVMTG,G21946,BRA,-28.65,-49.02,1,0.7293311
10.18730/PJ4CQ,G21942,BRA,-26.11,-49.82,1,0.9898942
10.18730/JVMSF,G21945,BRA,-26.35,-49.89,1,0.9916973
10.18730/PJ4ES,G21940,BRA,-27.16,-52.89,1,0.9979153
10.18730/PJ4DR,G21941,BRA,-29.42,-53.02,1,0.98626846
10.18730/JVMF5,G21935,BRA,-26.25,-49.55,1,0.9946021
10.18730/JVMG6,G21936,BRA,-26.27,-49.54,1,0.9948078
10.18730/JVKZT,G21763,BRA,-10.68,-39.04,0,9.040376e-05
10.18730/PJA7S,G21709,BRA,-23.44,-46.63,1,0.8109626
10.18730/JP10$,G21708,BRA,-17.75,-49.13,0,0.0009810373
10.18730/PJA8T,G21706,BRA,-19.41,-44.21,0,0.002559097
10.18730/JS7DJ,G20418,BRA,-20.42,-41.96,0,0.001739866
10.18730/PETM6,G18935,BRA,-20.76,-42.9,0,0.0040403507
10.18730/JSVCW,G18702,BRA,-16.42,-48.39,0,0.0016082106
10.18730/S3E0S,G18701B,BRA,-16.61,-48.44,0,0.0014114206
10.18730/S3DZR,G18699C,BRA,-16.68,-48.8,0,0.0011722506
10.18730/JSV6P,G18700,BRA,-16.55,-48.4,0,0.0012383584
10.18730/JSVAT,G18698,BRA,-16.47,-48.83,0,0.0011050665
10.18730/JSV9S,G18697,BRA,-16.53,-48.77,0,0.0011709672
10.18730/JSV0G,G18683,BRA,-15.62,-49.85,0,0.0011232188
10.18730/JSTYE,G18681,BRA,-15.8,-49.42,0,0.0013181663
10.18730/JSTZF,G18682,BRA,-15.5,-49.82,0,0.0015454863
10.18730/JSTXD,G18680,BRA,-15.72,-49.32,0,0.0012507484
10.18730/JST9Y,G18670,BRA,-17.5,-49.13,0,0.0010873864
10.18730/JSTN5,G18671,BRA,-17.42,-49.1,0,0.0007749024
10.18730/JSTP6,G18672,BRA,-17.63,-49.22,0,0.0008766171
10.18730/JSTM4,G18679,BRA,-15.59,-49.24,0,0.0013295207
10.18730/JST8X,G18678,BRA,-15.77,-49.24,0,0.001254619
10.18730/JSTVB,G18677,BRA,-15.57,-49.34,0,0.0013585589
10.18730/JSTTA,G18676,BRA,-15.54,-49.92,0,0.0012315238
10.18730/JSTQ7,G18673,BRA,-17.73,-49.02,0,0.0010351657
10.18730/JSTR8,G18674,BRA,-17.8,-49.17,0,0.0010351657
10.18730/JST2Q,G18660,BRA,-17.3,-48.99,0,0.001234789
10.18730/JSTE=,G18665,BRA,-17.25,-48.51,0,0.0011407846
10.18730/JSTFU,G18666,BRA,-17.42,-48.85,0,0.0012084139
10.18730/JST1P,G18669,BRA,-17.42,-49.02,0,0.0012757186
10.18730/JST7W,G18657,BRA,-14.97,-48.03,0,0.0011573386
10.18730/JST6V,G18656,BRA,-17.25,-48.73,0,0.0009465024
10.18730/JST5T,G18655,BRA,-17.25,-48.27,0,0.0017738254
10.18730/JST4S,G18654,BRA,-17.32,-48.71,0,0.0011919229
10.18730/JST3R,G18653,BRA,-17.49,-48.49,0,0.0020955428
10.18730/S45FU,G18652A,BRA,-17.32,-48.56,0,0.0011587347
10.18730/JSSK8,G18651,BRA,-17.41,-48.57,0,0.0015416867
10.18730/JST0N,G18650,BRA,-17.18,-48.42,0,0.0015685899
10.18730/JSSZM,G18649,BRA,-17.0,-48.35,0,0.0011014685
10.18730/S6C10,G18640A,BRA,-16.46,-48.46,0,0.0011306949
10.18730/JSSQC,G18641,BRA,-16.64,-48.29,0,0.0012219517
10.18730/PERGC,G18642,BRA,-16.8,-48.37,0,0.0019968133
10.18730/JSSTF,G18644,BRA,-17.02,-48.23,0,0.0011416499
10.18730/JSSVG,G18645,BRA,-17.02,-48.2,0,0.00126529
10.18730/JSSWH,G18646,BRA,-17.03,-48.0,0,0.0015287385
10.18730/JSSXJ,G18647,BRA,-17.02,-48.12,0,0.0012515659
10.18730/JSSYK,G18648,BRA,-17.15,-48.12,0,0.0017538872
10.18730/JSSM9,G18636,BRA,-15.87,-49.13,0,0.0012941813
10.18730/JSSNA,G18637,BRA,-15.87,-49.07,0,0.0016591792
10.18730/JSSPB,G18639,BRA,-16.55,-48.79,0,0.0009829811
10.18730/JSSAU,G18635,BRA,-16.2,-50.15,0,0.0010330761
10.18730/JSSD2,G18629,BRA,-15.39,-49.18,0,0.0012201774
10.18730/JSSE3,G18630,BRA,-15.67,-49.23,0,0.0013767673
10.18730/JSSF4,G18631,BRA,-15.39,-49.14,0,0.001219712
10.18730/JSSG5,G18632,BRA,-15.82,-49.35,0,0.0011782505
10.18730/JSSH6,G18633,BRA,-15.57,-49.49,0,0.0013012915
10.18730/JSS4Y,G18626,BRA,-15.46,-49.19,0,0.0009657637
10.18730/JSSC1,G18628,BRA,-15.39,-49.23,0,0.0012397175
10.18730/JSS7~,G18623,BRA,-15.39,-49.25,0,0.001498025
10.18730/JSS8$,G18624,BRA,-15.39,-49.27,0,0.0014158073
10.18730/S178J,G18622A,BRA,-15.08,-49.23,0,0.0011783369
10.18730/JSS3X,G18617,BRA,-14.94,-49.6,0,0.0018208286
10.18730/JSRXQ,G18618,BRA,-14.53,-48.72,0,0.0025593913
10.18730/JSS5Z,G18619,BRA,-14.92,-48.87,0,0.0011968617
10.18730/JSS2W,G18616,BRA,-15.33,-49.62,0,0.0013431777
10.18730/S3DYQ,G18615A,BRA,-15.28,-49.58,0,0.001586959
10.18730/JSS0T,G18613,BRA,-15.36,-49.68,0,0.0014765509
10.18730/JSRZS,G18612,BRA,-15.49,-49.74,0,0.0014155747
10.18730/JSRYR,G18611,BRA,-15.43,-49.74,0,0.0014232851
10.18730/JSRTM,G18607,BRA,-15.47,-49.9,0,0.0015918436
10.18730/JSR93,G18600,BRA,-15.93,-49.81,0,0.0018658557
10.18730/JSRJC,G18599,BRA,-16.15,-49.96,0,0.0015026688
10.18730/JSRE8,G18595,BRA,-16.25,-49.96,0,0.0016569739
10.18730/JSRB5,G18592,BRA,-16.53,-50.05,0,0.0011662857
10.18730/JSR82,G18589,BRA,-16.49,-49.89,0,0.000991968
10.18730/JSR0Z,G18590,BRA,-16.36,-49.95,0,0.0013829751
10.18730/JSR60,G18587,BRA,-16.61,-50.08,0,0.0011649383
10.18730/JSQQP,G18581,BRA,-16.58,-50.26,0,0.0012360729
10.18730/JSR2~,G18583,BRA,-16.64,-50.12,0,0.0014044311
10.18730/JSR3$,G18584,BRA,-16.55,-50.22,0,0.0012588857
10.18730/JSR4=,G18585,BRA,-16.62,-50.2,0,0.0012286825
10.18730/JSR5U,G18586,BRA,-16.56,-50.17,0,0.001378089
10.18730/JSQWV,G18577,BRA,-16.3,-50.17,0,0.0012642479
10.18730/JSQXW,G18578,BRA,-16.24,-50.27,0,0.001325937
10.18730/JSQSR,G18574,BRA,-16.17,-50.13,0,0.0011398554
10.18730/JSQTS,G18575,BRA,-16.22,-50.22,0,0.0016214371
10.18730/JSQVT,G18576,BRA,-16.15,-50.3,0,0.0011606689
10.18730/JSQRQ,G18573,BRA,-16.08,-50.17,0,0.001853219
10.18730/JSQMK,G18569,BRA,-16.13,-50.17,0,0.0010415675
10.18730/JSQNM,G18570,BRA,-16.27,-50.13,0,0.0014620869
10.18730/JSQPN,G18571,BRA,-16.23,-50.12,0,0.0012154933
10.18730/JSQGF,G18572,BRA,-16.15,-50.05,0,0.0016762344
10.18730/JSQKJ,G18568,BRA,-16.35,-49.5,0,0.0013583092
10.18730/JSQJH,G18567,BRA,-16.15,-50.23,0,0.0009610508
10.18730/PERA6,G18566,BRA,-16.2,-49.53,0,0.0013281703
10.18730/JSQ87,G18564,BRA,-16.35,-49.58,0,0.0010705512
10.18730/JSQHG,G18565,BRA,-16.2,-50.08,0,0.0011900131
10.18730/JSQDC,G18560,BRA,-16.23,-49.5,0,0.0012046862
10.18730/JSQED,G18561,BRA,-16.27,-49.62,0,0.0014384462
10.18730/JSQFE,G18563,BRA,-16.1,-50.23,0,0.0017513485
10.18730/JSQBA,G18558,BRA,-16.23,-49.62,0,0.0009506226
10.18730/JSQ98,G18556,BRA,-16.27,-49.57,0,0.0012038414
10.18730/JSQA9,G18557,BRA,-16.28,-49.47,0,0.0014664396
10.18730/JSQ32,G18550,BRA,-16.42,-49.45,0,0.0014214889
10.18730/JSPZ=,G18555,BRA,-16.22,-49.4,0,0.0011737518
10.18730/JSQ65,G18553,BRA,-16.28,-49.5,0,0.0012966242
10.18730/JSQ76,G18554,BRA,-16.27,-49.43,0,0.0013750055
10.18730/JSQ54,G18552,BRA,-16.37,-49.47,0,0.0012614802
10.18730/JSQ43,G18551,BRA,-16.23,-49.57,0,0.0012466066
10.18730/JSQ0U,G18546,BRA,-16.57,-49.56,0,0.0010518694
10.18730/JSPVZ,G18541,BRA,-16.45,-49.57,0,0.0010567025
10.18730/JSPW*,G18542,BRA,-16.46,-49.49,0,0.0010820255
10.18730/JH5PP,G14500,BRA,-8.65,-72.82,1,0.95999545
10.18730/JZX2A,G960,CRI,9.87,-83.92,1,0.8320224
10.18730/JZWCS,G955,CRI,10.43,-85.1,0,0.17850173
10.18730/JZWX5,G954,CRI,9.81,-84.16,1,0.99730337
10.18730/K2ATK,G7764,CRI,10.03,-84.22,1,0.99755776
10.18730/JG0MM,G6357,CRI,9.9,-83.69,1,0.99974304
10.18730/JG20V,G6293,CRI,9.34,-83.73,1,0.99928564
10.18730/K47B*,G51679,CRI,9.9,-83.94,1,0.99866855
10.18730/K475T,G51672,CRI,9.73,-84.08,1,0.9968274
10.18730/K476V,G51673,CRI,9.8,-84.13,1,0.997414
10.18730/K471P,G51667,CRI,9.65,-83.95,1,0.98807925
